participant_id,group_id,study_group,trial_id,trial_order,trial_index,episode_id,scenario_id,context_title,context_label,context_text,context_dominant_function,song_id,excerpt_id,participant_song_label,song_title,target_eligible,target_ineligibility_reasons,history_eligible,history_ineligibility_reasons,history_comment_available,observed_max_rating,observed_preferred_set,observed_preferred_mix,is_single_winner,n_preferred_tied,human_rating_A,human_rating_B,human_rating_C,human_rating_D,human_rating_E,observed_rank_A,observed_rank_B,observed_rank_C,observed_rank_D,observed_rank_E
P019,group_02,group_02,P019__trial_03,3,3,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,in_the_meantime,group_02_song_a_in_the_meantime,Song A,In The Meantime,True,,True,,True,91,"[""A""]",A,True,1,91,6,43,22,83,1.0,5.0,3.0,4.0,2.0
P019,group_02,group_02,P019__trial_04,4,4,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,pouring_room,group_02_song_b_pouring_room,Song B,Pouring Room,True,,True,,True,94,"[""B""]",B,True,1,30,94,80,86,38,5.0,1.0,3.0,2.0,4.0
P019,group_02,group_02,P019__trial_05,5,5,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,in_the_meantime,group_02_song_a_in_the_meantime,Song A,In The Meantime,True,,True,,True,100,"[""A""]",A,True,1,100,0,94,11,76,1.0,5.0,2.0,4.0,3.0
P019,group_02,group_02,P019__trial_06,6,6,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,pouring_room,group_02_song_b_pouring_room,Song B,Pouring Room,True,,True,,True,93,"[""E""]",E,True,1,11,77,50,26,93,5.0,2.0,3.0,4.0,1.0
P020,group_02,group_02,P020__trial_01,1,1,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,in_the_meantime,group_02_song_a_in_the_meantime,Song A,In The Meantime,True,,True,,True,96,"[""D""]",D,True,1,84,93,48,96,41,3.0,2.0,4.0,1.0,5.0
P020,group_02,group_02,P020__trial_02,2,2,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,pouring_room,group_02_song_b_pouring_room,Song B,Pouring Room,True,,True,,True,63,"[""A""]",A,True,1,63,53,44,40,29,1.0,2.0,3.0,4.0,5.0
P020,group_02,group_02,P020__trial_03,3,3,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,in_the_meantime,group_02_song_a_in_the_meantime,Song A,In The Meantime,True,,True,,True,70,"[""C""]",C,True,1,29,49,70,36,32,5.0,2.0,1.0,3.0,4.0
P020,group_02,group_02,P020__trial_04,4,4,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,pouring_room,group_02_song_b_pouring_room,Song B,Pouring Room,True,,True,,True,100,"[""D""]",D,True,1,91,93,95,100,80,4.0,3.0,2.0,1.0,5.0
P020,group_02,group_02,P020__trial_05,5,5,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,in_the_meantime,group_02_song_a_in_the_meantime,Song A,In The Meantime,True,,True,,True,94,"[""D""]",D,True,1,75,90,88,94,90,5.0,2.5,4.0,1.0,2.5
P020,group_02,group_02,P020__trial_06,6,6,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,pouring_room,group_02_song_b_pouring_room,Song B,Pouring Room,True,,True,,True,97,"[""A""]",A,True,1,97,84,78,69,88,1.0,3.0,4.0,5.0,2.0
P021,group_01,group_01,P021__trial_01,1,1,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,lead_me,group_01_song_a_lead_me,Song A,Lead Me,True,,True,,True,48,"[""C""]",C,True,1,44,45,48,45,46,5.0,3.5,1.0,3.5,2.0
P021,group_01,group_01,P021__trial_02,2,2,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,57,"[""C""]",C,True,1,44,46,57,55,51,5.0,4.0,1.0,2.0,3.0
P021,group_01,group_01,P021__trial_03,3,3,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,55,"[""C"",""E""]",,False,2,46,53,55,51,55,5.0,3.0,1.5,4.0,1.5
P021,group_01,group_01,P021__trial_04,4,4,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,lead_me,group_01_song_a_lead_me,Song A,Lead Me,True,,True,,True,50,"[""A""]",A,True,1,50,49,47,47,49,1.0,2.5,4.5,4.5,2.5
P021,group_01,group_01,P021__trial_05,5,5,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,lead_me,group_01_song_a_lead_me,Song A,Lead Me,True,,True,,True,47,"[""A"",""B"",""E""]",,False,3,47,47,46,45,47,2.0,2.0,4.0,5.0,2.0
P021,group_01,group_01,P021__trial_06,6,6,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,51,"[""B"",""C""]",,False,2,50,51,51,48,50,3.5,1.5,1.5,5.0,3.5
P022,group_01,group_01,P022__trial_01,1,1,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,100,"[""E""]",E,True,1,26,73,40,0,100,4.0,2.0,3.0,5.0,1.0
P022,group_01,group_01,P022__trial_02,2,2,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,lead_me,group_01_song_a_lead_me,Song A,Lead Me,True,,True,,True,100,"[""C""]",C,True,1,75,26,100,0,87,3.0,4.0,1.0,5.0,2.0
P022,group_01,group_01,P022__trial_03,3,3,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,lead_me,group_01_song_a_lead_me,Song A,Lead Me,True,,True,,True,100,"[""B""]",B,True,1,31,100,13,0,22,2.0,1.0,4.0,5.0,3.0
P022,group_01,group_01,P022__trial_04,4,4,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,99,"[""D""]",D,True,1,47,55,66,99,75,5.0,4.0,3.0,1.0,2.0
P022,group_01,group_01,P022__trial_05,5,5,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,lead_me,group_01_song_a_lead_me,Song A,Lead Me,True,,True,,True,93,"[""B""]",B,True,1,15,93,39,27,58,5.0,1.0,3.0,4.0,2.0
P022,group_01,group_01,P022__trial_06,6,6,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,93,"[""B""]",B,True,1,38,93,28,80,50,4.0,1.0,5.0,2.0,3.0
P023,group_02,group_02,P023__trial_01,1,1,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,pouring_room,group_02_song_b_pouring_room,Song B,Pouring Room,True,,True,,True,100,"[""C""]",C,True,1,39,83,100,13,74,4.0,2.0,1.0,5.0,3.0
P023,group_02,group_02,P023__trial_02,2,2,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,in_the_meantime,group_02_song_a_in_the_meantime,Song A,In The Meantime,True,,True,,True,95,"[""D""]",D,True,1,7,17,75,95,25,5.0,4.0,2.0,1.0,3.0
P023,group_02,group_02,P023__trial_03,3,3,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,in_the_meantime,group_02_song_a_in_the_meantime,Song A,In The Meantime,True,,True,,True,87,"[""A""]",A,True,1,87,79,5,17,61,1.0,2.0,5.0,4.0,3.0
P023,group_02,group_02,P023__trial_04,4,4,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,pouring_room,group_02_song_b_pouring_room,Song B,Pouring Room,True,,True,,True,100,"[""C""]",C,True,1,75,91,100,25,12,3.0,2.0,1.0,4.0,5.0
P023,group_02,group_02,P023__trial_05,5,5,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,pouring_room,group_02_song_b_pouring_room,Song B,Pouring Room,True,,True,,True,96,"[""D""]",D,True,1,27,77,89,96,19,4.0,3.0,2.0,1.0,5.0
P023,group_02,group_02,P023__trial_06,6,6,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,in_the_meantime,group_02_song_a_in_the_meantime,Song A,In The Meantime,True,,True,,True,94,"[""A""]",A,True,1,94,10,80,33,22,1.0,5.0,2.0,3.0,4.0
P024,group_01,group_01,P024__trial_01,1,1,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,86,"[""E""]",E,True,1,30,77,43,15,86,4.0,2.0,3.0,5.0,1.0
P024,group_01,group_01,P024__trial_02,2,2,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,lead_me,group_01_song_a_lead_me,Song A,Lead Me,True,,True,,True,94,"[""C""]",C,True,1,8,3,94,75,50,4.0,5.0,1.0,2.0,3.0
P024,group_01,group_01,P024__trial_03,3,3,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,94,"[""A""]",A,True,1,94,60,6,78,13,1.0,3.0,5.0,2.0,4.0
P024,group_01,group_01,P024__trial_04,4,4,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,lead_me,group_01_song_a_lead_me,Song A,Lead Me,True,,True,,True,92,"[""A""]",A,True,1,92,7,72,0,35,1.0,4.0,2.0,5.0,3.0
P024,group_01,group_01,P024__trial_05,5,5,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,100,"[""A""]",A,True,1,100,87,0,63,15,1.0,2.0,5.0,3.0,4.0
P024,group_01,group_01,P024__trial_06,6,6,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,lead_me,group_01_song_a_lead_me,Song A,Lead Me,True,,True,,True,100,"[""A""]",A,True,1,100,66,0,86,75,1.0,4.0,5.0,2.0,3.0
P025,group_01,group_01,P025__trial_01,1,1,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,96,"[""E""]",E,True,1,27,73,86,13,96,4.0,3.0,2.0,5.0,1.0
P025,group_01,group_01,P025__trial_02,2,2,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,lead_me,group_01_song_a_lead_me,Song A,Lead Me,True,,True,,True,89,"[""B""]",B,True,1,6,89,0,30,21,4.0,1.0,5.0,2.0,3.0
P025,group_01,group_01,P025__trial_03,3,3,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,94,"[""A""]",A,True,1,94,7,19,76,64,1.0,5.0,4.0,2.0,3.0
P025,group_01,group_01,P025__trial_04,4,4,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,lead_me,group_01_song_a_lead_me,Song A,Lead Me,True,,True,,True,85,"[""C""]",C,True,1,13,29,85,55,46,5.0,4.0,1.0,2.0,3.0
P025,group_01,group_01,P025__trial_05,5,5,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,lead_me,group_01_song_a_lead_me,Song A,Lead Me,True,,True,,True,98,"[""C""]",C,True,1,16,75,98,88,49,5.0,3.0,1.0,2.0,4.0
P025,group_01,group_01,P025__trial_06,6,6,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,100,"[""B""]",B,True,1,90,100,10,24,37,2.0,1.0,5.0,4.0,3.0
P026,group_02,group_02,P026__trial_01,1,1,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,in_the_meantime,group_02_song_a_in_the_meantime,Song A,In The Meantime,True,,True,,True,85,"[""C""]",C,True,1,20,35,85,28,74,5.0,3.0,1.0,4.0,2.0
P026,group_02,group_02,P026__trial_02,2,2,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,pouring_room,group_02_song_b_pouring_room,Song B,Pouring Room,True,,True,,True,91,"[""B""]",B,True,1,84,91,67,10,58,2.0,1.0,3.0,5.0,4.0
P026,group_02,group_02,P026__trial_03,3,3,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,pouring_room,group_02_song_b_pouring_room,Song B,Pouring Room,True,,True,,True,88,"[""D""]",D,True,1,11,21,68,88,77,5.0,4.0,3.0,1.0,2.0
P026,group_02,group_02,P026__trial_04,4,4,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,in_the_meantime,group_02_song_a_in_the_meantime,Song A,In The Meantime,True,,True,,True,99,"[""B""]",B,True,1,14,99,67,89,78,5.0,1.0,4.0,2.0,3.0
P026,group_02,group_02,P026__trial_05,5,5,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,pouring_room,group_02_song_b_pouring_room,Song B,Pouring Room,True,,True,,True,92,"[""D""]",D,True,1,32,71,57,92,83,5.0,3.0,4.0,1.0,2.0
P026,group_02,group_02,P026__trial_06,6,6,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,in_the_meantime,group_02_song_a_in_the_meantime,Song A,In The Meantime,True,,True,,True,95,"[""B""]",B,True,1,34,95,60,24,76,4.0,1.0,3.0,5.0,2.0
P027,group_02,group_02,P027__trial_01,1,1,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,pouring_room,group_02_song_b_pouring_room,Song B,Pouring Room,True,,True,,True,85,"[""A""]",A,True,1,85,20,10,0,35,1.0,3.0,4.0,5.0,2.0
P027,group_02,group_02,P027__trial_02,2,2,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,in_the_meantime,group_02_song_a_in_the_meantime,Song A,In The Meantime,True,,True,,True,86,"[""C""]",C,True,1,0,42,86,17,76,5.0,3.0,1.0,4.0,2.0
P027,group_02,group_02,P027__trial_03,3,3,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,pouring_room,group_02_song_b_pouring_room,Song B,Pouring Room,True,,True,,True,92,"[""A""]",A,True,1,92,51,40,78,23,1.0,3.0,4.0,2.0,5.0
P027,group_02,group_02,P027__trial_04,4,4,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,in_the_meantime,group_02_song_a_in_the_meantime,Song A,In The Meantime,True,,True,,True,100,"[""B""]",B,True,1,88,100,51,0,13,2.0,1.0,3.0,5.0,4.0
P027,group_02,group_02,P027__trial_05,5,5,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,in_the_meantime,group_02_song_a_in_the_meantime,Song A,In The Meantime,True,,True,,True,94,"[""D""]",D,True,1,8,23,86,94,0,4.0,3.0,2.0,1.0,5.0
P027,group_02,group_02,P027__trial_06,6,6,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,pouring_room,group_02_song_b_pouring_room,Song B,Pouring Room,True,,True,,True,91,"[""B""]",B,True,1,24,91,74,36,82,5.0,1.0,3.0,4.0,2.0
P028,group_01,group_01,P028__trial_01,1,1,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,91,"[""D""]",D,True,1,75,19,9,91,0,2.0,3.0,4.0,1.0,5.0
P028,group_01,group_01,P028__trial_02,2,2,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,lead_me,group_01_song_a_lead_me,Song A,Lead Me,True,,True,,True,94,"[""A""]",A,True,1,94,8,20,69,81,1.0,5.0,4.0,3.0,2.0
P028,group_01,group_01,P028__trial_03,3,3,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,lead_me,group_01_song_a_lead_me,Song A,Lead Me,True,,True,,True,20,"[""D""]",D,True,1,10,0,5,20,15,3.0,5.0,4.0,1.0,2.0
P028,group_01,group_01,P028__trial_04,4,4,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,96,"[""D""]",D,True,1,23,87,75,96,10,4.0,2.0,3.0,1.0,5.0
