source,method_key,model_key,model_label,condition,prediction_example_id,participant_id,candidate_label,actual_rating,predicted_rating,absolute_error,squared_error
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P006__heldout__P006__trial_06,P006,A,33.0,32.0,1.0,1.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P006__heldout__P006__trial_06,P006,B,60.0,87.0,27.0,729.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P006__heldout__P006__trial_06,P006,C,26.0,49.0,23.0,529.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P006__heldout__P006__trial_06,P006,D,16.0,52.0,36.0,1296.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P006__heldout__P006__trial_06,P006,E,54.0,68.0,14.0,196.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_01,P007,A,77.0,72.0,5.0,25.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_01,P007,B,0.0,0.0,0.0,0.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_01,P007,C,100.0,80.0,20.0,400.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_01,P007,D,48.0,86.0,38.0,1444.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_01,P007,E,10.0,12.0,2.0,4.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_02,P007,A,100.0,68.0,32.0,1024.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_02,P007,B,58.0,94.0,36.0,1296.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_02,P007,C,0.0,1.0,1.0,1.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_02,P007,D,73.0,72.0,1.0,1.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_02,P007,E,19.0,86.0,67.0,4489.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_03,P007,A,81.0,72.0,9.0,81.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_03,P007,B,58.0,82.0,24.0,576.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_03,P007,C,100.0,45.0,55.0,3025.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_03,P007,D,2.0,0.0,2.0,4.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_03,P007,E,22.0,91.0,69.0,4761.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_04,P007,A,0.0,0.0,0.0,0.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_04,P007,B,53.0,100.0,47.0,2209.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_04,P007,C,0.0,12.0,12.0,144.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_04,P007,D,79.0,62.0,17.0,289.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_04,P007,E,100.0,60.0,40.0,1600.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_05,P007,A,0.0,0.0,0.0,0.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_05,P007,B,72.0,72.0,0.0,0.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_05,P007,C,100.0,96.0,4.0,16.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_05,P007,D,15.0,8.0,7.0,49.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_05,P007,E,50.0,81.0,31.0,961.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_06,P007,A,100.0,58.0,42.0,1764.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_06,P007,B,72.0,76.0,4.0,16.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_06,P007,C,62.0,31.0,31.0,961.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_06,P007,D,80.0,92.0,12.0,144.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P007__heldout__P007__trial_06,P007,E,0.0,1.0,1.0,1.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_01,P008,A,9.0,36.0,27.0,729.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_01,P008,B,27.0,28.0,1.0,1.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_01,P008,C,56.0,57.0,1.0,1.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_01,P008,D,63.0,62.0,1.0,1.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_01,P008,E,18.0,70.0,52.0,2704.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_02,P008,A,66.0,62.0,4.0,16.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_02,P008,B,26.0,14.0,12.0,144.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_02,P008,C,35.0,47.0,12.0,144.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_02,P008,D,51.0,78.0,27.0,729.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_02,P008,E,4.0,32.0,28.0,784.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_03,P008,A,71.0,45.0,26.0,676.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_03,P008,B,31.0,24.0,7.0,49.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_03,P008,C,8.0,58.0,50.0,2500.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_03,P008,D,48.0,76.0,28.0,784.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_03,P008,E,17.0,70.0,53.0,2809.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_04,P008,A,48.0,43.0,5.0,25.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_04,P008,B,16.0,31.0,15.0,225.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_04,P008,C,63.0,62.0,1.0,1.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_04,P008,D,77.0,56.0,21.0,441.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_04,P008,E,25.0,24.0,1.0,1.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_05,P008,A,90.0,42.0,48.0,2304.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_05,P008,B,33.0,34.0,1.0,1.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_05,P008,C,45.0,71.0,26.0,676.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_05,P008,D,66.0,56.0,10.0,100.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_05,P008,E,22.0,82.0,60.0,3600.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_06,P008,A,93.0,18.0,75.0,5625.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_06,P008,B,26.0,57.0,31.0,961.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_06,P008,C,38.0,74.0,36.0,1296.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_06,P008,D,49.0,30.0,19.0,361.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P008__heldout__P008__trial_06,P008,E,73.0,16.0,57.0,3249.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_01,P009,A,100.0,96.0,4.0,16.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_01,P009,B,0.0,14.0,14.0,196.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_01,P009,C,26.0,66.0,40.0,1600.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_01,P009,D,76.0,84.0,8.0,64.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_01,P009,E,52.0,49.0,3.0,9.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_02,P009,A,18.0,70.0,52.0,2704.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_02,P009,B,45.0,93.0,48.0,2304.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_02,P009,C,72.0,48.0,24.0,576.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_02,P009,D,98.0,36.0,62.0,3844.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_02,P009,E,0.0,28.0,28.0,784.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_03,P009,A,27.0,96.0,69.0,4761.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_03,P009,B,45.0,62.0,17.0,289.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_03,P009,C,68.0,48.0,20.0,400.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_03,P009,D,88.0,82.0,6.0,36.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_03,P009,E,8.0,44.0,36.0,1296.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_04,P009,A,91.0,94.0,3.0,9.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_04,P009,B,70.0,82.0,12.0,144.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_04,P009,C,25.0,54.0,29.0,841.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_04,P009,D,4.0,14.0,10.0,100.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_04,P009,E,47.0,68.0,21.0,441.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_05,P009,A,51.0,45.0,6.0,36.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_05,P009,B,24.0,6.0,18.0,324.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_05,P009,C,96.0,74.0,22.0,484.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_05,P009,D,76.0,58.0,18.0,324.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_05,P009,E,98.0,92.0,6.0,36.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_06,P009,A,52.0,55.0,3.0,9.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_06,P009,B,97.0,42.0,55.0,3025.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_06,P009,C,62.0,78.0,16.0,256.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_06,P009,D,73.0,18.0,55.0,3025.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P009__heldout__P009__trial_06,P009,E,89.0,94.0,5.0,25.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_01,P010,A,87.0,92.0,5.0,25.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_01,P010,B,93.0,84.0,9.0,81.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_01,P010,C,77.0,86.0,9.0,81.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_01,P010,D,100.0,76.0,24.0,576.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_01,P010,E,68.0,68.0,0.0,0.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_02,P010,A,89.0,88.0,1.0,1.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_02,P010,B,76.0,96.0,20.0,400.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_02,P010,C,100.0,93.0,7.0,49.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_02,P010,D,63.0,80.0,17.0,289.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_02,P010,E,51.0,84.0,33.0,1089.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_03,P010,A,90.0,88.0,2.0,4.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_03,P010,B,82.0,84.0,2.0,4.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_03,P010,C,100.0,97.0,3.0,9.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_03,P010,D,74.0,70.0,4.0,16.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_03,P010,E,67.0,79.0,12.0,144.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_04,P010,A,91.0,88.0,3.0,9.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_04,P010,B,64.0,83.0,19.0,361.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_04,P010,C,44.0,100.0,56.0,3136.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_04,P010,D,100.0,94.0,6.0,36.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_04,P010,E,72.0,65.0,7.0,49.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_05,P010,A,100.0,86.0,14.0,196.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_05,P010,B,62.0,82.0,20.0,400.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_05,P010,C,100.0,97.0,3.0,9.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_05,P010,D,82.0,94.0,12.0,144.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_05,P010,E,89.0,85.0,4.0,16.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_06,P010,A,100.0,86.0,14.0,196.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_06,P010,B,100.0,98.0,2.0,4.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_06,P010,C,100.0,88.0,12.0,144.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_06,P010,D,100.0,72.0,28.0,784.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P010__heldout__P010__trial_06,P010,E,100.0,76.0,24.0,576.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_01,P011,A,0.0,8.0,8.0,64.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_01,P011,B,97.0,86.0,11.0,121.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_01,P011,C,90.0,92.0,2.0,4.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_01,P011,D,72.0,59.0,13.0,169.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_01,P011,E,21.0,14.0,7.0,49.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_02,P011,A,69.0,88.0,19.0,361.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_02,P011,B,80.0,64.0,16.0,256.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_02,P011,C,100.0,80.0,20.0,400.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_02,P011,D,0.0,4.0,4.0,16.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_02,P011,E,18.0,93.0,75.0,5625.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_03,P011,A,100.0,26.0,74.0,5476.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_03,P011,B,71.0,86.0,15.0,225.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_03,P011,C,79.0,98.0,19.0,361.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_03,P011,D,63.0,70.0,7.0,49.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_03,P011,E,6.0,0.0,6.0,36.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_04,P011,A,79.0,96.0,17.0,289.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_04,P011,B,0.0,12.0,12.0,144.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_04,P011,C,19.0,8.0,11.0,121.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_04,P011,D,100.0,82.0,18.0,324.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_04,P011,E,61.0,58.0,3.0,9.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_05,P011,A,0.0,20.0,20.0,400.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_05,P011,B,16.0,0.0,16.0,256.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_05,P011,C,76.0,96.0,20.0,400.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_05,P011,D,55.0,66.0,11.0,121.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_05,P011,E,100.0,86.0,14.0,196.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_06,P011,A,83.0,95.0,12.0,144.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_06,P011,B,34.0,68.0,34.0,1156.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_06,P011,C,0.0,4.0,4.0,16.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_06,P011,D,100.0,70.0,30.0,900.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P011__heldout__P011__trial_06,P011,E,64.0,78.0,14.0,196.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_01,P012,A,72.0,58.0,14.0,196.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_01,P012,B,63.0,3.0,60.0,3600.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_01,P012,C,0.0,52.0,52.0,2704.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_01,P012,D,100.0,8.0,92.0,8464.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_01,P012,E,12.0,6.0,6.0,36.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_02,P012,A,0.0,76.0,76.0,5776.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_02,P012,B,1.0,68.0,67.0,4489.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_02,P012,C,2.0,8.0,6.0,36.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_02,P012,D,6.0,49.0,43.0,1849.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_02,P012,E,0.0,55.0,55.0,3025.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_03,P012,A,0.0,76.0,76.0,5776.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_03,P012,B,4.0,8.0,4.0,16.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_03,P012,C,3.0,88.0,85.0,7225.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_03,P012,D,0.0,38.0,38.0,1444.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_03,P012,E,0.0,62.0,62.0,3844.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_04,P012,A,5.0,5.0,0.0,0.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_04,P012,B,8.0,2.0,6.0,36.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_04,P012,C,9.0,1.0,8.0,64.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_04,P012,D,8.0,0.0,8.0,64.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_04,P012,E,9.0,0.0,9.0,81.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_05,P012,A,0.0,70.0,70.0,4900.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_05,P012,B,0.0,8.0,8.0,64.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_05,P012,C,0.0,14.0,14.0,196.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_05,P012,D,0.0,18.0,18.0,324.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_05,P012,E,0.0,12.0,12.0,144.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_06,P012,A,0.0,78.0,78.0,6084.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_06,P012,B,0.0,8.0,8.0,64.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_06,P012,C,74.0,0.0,74.0,5476.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_06,P012,D,82.0,58.0,24.0,576.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P012__heldout__P012__trial_06,P012,E,2.0,65.0,63.0,3969.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P013__heldout__P013__trial_01,P013,A,91.0,74.0,17.0,289.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P013__heldout__P013__trial_01,P013,B,25.0,37.0,12.0,144.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P013__heldout__P013__trial_01,P013,C,100.0,98.0,2.0,4.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P013__heldout__P013__trial_01,P013,D,76.0,79.0,3.0,9.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P013__heldout__P013__trial_01,P013,E,82.0,94.0,12.0,144.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P013__heldout__P013__trial_02,P013,A,75.0,82.0,7.0,49.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P013__heldout__P013__trial_02,P013,B,75.0,74.0,1.0,1.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P013__heldout__P013__trial_02,P013,C,75.0,78.0,3.0,9.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P013__heldout__P013__trial_02,P013,D,75.0,76.0,1.0,1.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P013__heldout__P013__trial_02,P013,E,75.0,80.0,5.0,25.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P013__heldout__P013__trial_03,P013,A,76.0,75.0,1.0,1.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P013__heldout__P013__trial_03,P013,B,76.0,75.0,1.0,1.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P013__heldout__P013__trial_03,P013,C,76.0,76.0,0.0,0.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P013__heldout__P013__trial_03,P013,D,76.0,77.0,1.0,1.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P013__heldout__P013__trial_03,P013,E,76.0,76.0,0.0,0.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P013__heldout__P013__trial_04,P013,A,37.0,32.0,5.0,25.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P013__heldout__P013__trial_04,P013,B,76.0,78.0,2.0,4.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P013__heldout__P013__trial_04,P013,C,76.0,90.0,14.0,196.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P013__heldout__P013__trial_04,P013,D,76.0,98.0,22.0,484.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P013__heldout__P013__trial_04,P013,E,76.0,80.0,4.0,16.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P013__heldout__P013__trial_05,P013,A,76.0,76.0,0.0,0.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P013__heldout__P013__trial_05,P013,B,76.0,74.0,2.0,4.0
