participant_id,group,song_id,mix_id,stimulus_id,episode,presentation_order,expected_rating,rating,comment
P013,Group_1,Song_1,Mix_3,Song_1_Mix_3,Enjoyment,2,71.135,68.1,Synthetic mandatory comment for Song_1_Mix_3 during Enjoyment.
P013,Group_1,Song_1,Mix_2,Song_1_Mix_2,Enjoyment,3,70.267,69.5,Synthetic mandatory comment for Song_1_Mix_2 during Enjoyment.
P013,Group_1,Song_1,Mix_2,Song_1_Mix_2,Focus,1,69.267,54.7,Synthetic mandatory comment for Song_1_Mix_2 during Focus.
P013,Group_1,Song_1,Mix_1,Song_1_Mix_1,Focus,2,64.924,69.3,Synthetic mandatory comment for Song_1_Mix_1 during Focus.
P013,Group_1,Song_1,Mix_3,Song_1_Mix_3,Focus,3,64.135,59.4,Synthetic mandatory comment for Song_1_Mix_3 during Focus.
P013,Group_1,Song_1,Mix_3,Song_1_Mix_3,Motivation,1,74.135,81.2,Synthetic mandatory comment for Song_1_Mix_3 during Motivation.
P013,Group_1,Song_1,Mix_2,Song_1_Mix_2,Motivation,2,66.267,68.7,Synthetic mandatory comment for Song_1_Mix_2 during Motivation.
P013,Group_1,Song_1,Mix_1,Song_1_Mix_1,Motivation,3,59.924,53.5,Synthetic mandatory comment for Song_1_Mix_1 during Motivation.
P013,Group_1,Song_2,Mix_2,Song_2_Mix_2,Relaxation,1,66.987,74.5,Synthetic mandatory comment for Song_2_Mix_2 during Relaxation.
P013,Group_1,Song_2,Mix_1,Song_2_Mix_1,Relaxation,2,65.644,68.8,Synthetic mandatory comment for Song_2_Mix_1 during Relaxation.
P013,Group_1,Song_2,Mix_3,Song_2_Mix_3,Relaxation,3,63.855,85.3,Synthetic mandatory comment for Song_2_Mix_3 during Relaxation.
P013,Group_1,Song_2,Mix_2,Song_2_Mix_2,Distraction,1,65.987,64.5,Synthetic mandatory comment for Song_2_Mix_2 during Distraction.
P013,Group_1,Song_2,Mix_1,Song_2_Mix_1,Distraction,2,61.644,69.0,Synthetic mandatory comment for Song_2_Mix_1 during Distraction.
P013,Group_1,Song_2,Mix_3,Song_2_Mix_3,Distraction,3,62.855,68.5,Synthetic mandatory comment for Song_2_Mix_3 during Distraction.
P013,Group_1,Song_2,Mix_2,Song_2_Mix_2,Enjoyment,1,70.987,66.3,Synthetic mandatory comment for Song_2_Mix_2 during Enjoyment.
P013,Group_1,Song_2,Mix_1,Song_2_Mix_1,Enjoyment,2,64.644,60.7,Synthetic mandatory comment for Song_2_Mix_1 during Enjoyment.
P013,Group_1,Song_2,Mix_3,Song_2_Mix_3,Enjoyment,3,71.855,67.5,Synthetic mandatory comment for Song_2_Mix_3 during Enjoyment.
P013,Group_1,Song_2,Mix_2,Song_2_Mix_2,Focus,1,69.987,83.5,Synthetic mandatory comment for Song_2_Mix_2 during Focus.
P013,Group_1,Song_2,Mix_3,Song_2_Mix_3,Focus,2,64.855,60.7,Synthetic mandatory comment for Song_2_Mix_3 during Focus.
P013,Group_1,Song_2,Mix_1,Song_2_Mix_1,Focus,3,65.644,61.8,Synthetic mandatory comment for Song_2_Mix_1 during Focus.
P013,Group_1,Song_2,Mix_1,Song_2_Mix_1,Motivation,1,60.644,58.4,Synthetic mandatory comment for Song_2_Mix_1 during Motivation.
P013,Group_1,Song_2,Mix_2,Song_2_Mix_2,Motivation,2,66.987,75.6,Synthetic mandatory comment for Song_2_Mix_2 during Motivation.
P013,Group_1,Song_2,Mix_3,Song_2_Mix_3,Motivation,3,74.855,54.6,Synthetic mandatory comment for Song_2_Mix_3 during Motivation.
P014,Group_1,Song_1,Mix_3,Song_1_Mix_3,Relaxation,1,66.475,59.4,Synthetic mandatory comment for Song_1_Mix_3 during Relaxation.
P014,Group_1,Song_1,Mix_2,Song_1_Mix_2,Relaxation,2,75.95,55.1,Synthetic mandatory comment for Song_1_Mix_2 during Relaxation.
P014,Group_1,Song_1,Mix_1,Song_1_Mix_1,Relaxation,3,73.885,65.2,Synthetic mandatory comment for Song_1_Mix_1 during Relaxation.
P014,Group_1,Song_1,Mix_2,Song_1_Mix_2,Distraction,1,74.95,73.1,Synthetic mandatory comment for Song_1_Mix_2 during Distraction.
P014,Group_1,Song_1,Mix_3,Song_1_Mix_3,Distraction,2,65.475,75.5,Synthetic mandatory comment for Song_1_Mix_3 during Distraction.
P014,Group_1,Song_1,Mix_1,Song_1_Mix_1,Distraction,3,69.885,67.7,Synthetic mandatory comment for Song_1_Mix_1 during Distraction.
P014,Group_1,Song_1,Mix_3,Song_1_Mix_3,Enjoyment,1,74.475,74.0,Synthetic mandatory comment for Song_1_Mix_3 during Enjoyment.
P014,Group_1,Song_1,Mix_2,Song_1_Mix_2,Enjoyment,2,79.95,89.4,Synthetic mandatory comment for Song_1_Mix_2 during Enjoyment.
P014,Group_1,Song_1,Mix_1,Song_1_Mix_1,Enjoyment,3,72.885,64.1,Synthetic mandatory comment for Song_1_Mix_1 during Enjoyment.
P014,Group_1,Song_1,Mix_1,Song_1_Mix_1,Focus,1,73.885,78.9,Synthetic mandatory comment for Song_1_Mix_1 during Focus.
P014,Group_1,Song_1,Mix_2,Song_1_Mix_2,Focus,2,78.95,77.0,Synthetic mandatory comment for Song_1_Mix_2 during Focus.
P014,Group_1,Song_1,Mix_3,Song_1_Mix_3,Focus,3,67.475,73.3,Synthetic mandatory comment for Song_1_Mix_3 during Focus.
P014,Group_1,Song_1,Mix_3,Song_1_Mix_3,Motivation,1,77.475,68.2,Synthetic mandatory comment for Song_1_Mix_3 during Motivation.
P014,Group_1,Song_1,Mix_1,Song_1_Mix_1,Motivation,2,68.885,68.8,Synthetic mandatory comment for Song_1_Mix_1 during Motivation.
P014,Group_1,Song_1,Mix_2,Song_1_Mix_2,Motivation,3,75.95,74.1,Synthetic mandatory comment for Song_1_Mix_2 during Motivation.
P014,Group_1,Song_2,Mix_1,Song_2_Mix_1,Relaxation,1,74.605,60.5,Synthetic mandatory comment for Song_2_Mix_1 during Relaxation.
P014,Group_1,Song_2,Mix_2,Song_2_Mix_2,Relaxation,2,76.669,82.8,Synthetic mandatory comment for Song_2_Mix_2 during Relaxation.
P014,Group_1,Song_2,Mix_3,Song_2_Mix_3,Relaxation,3,67.195,64.0,Synthetic mandatory comment for Song_2_Mix_3 during Relaxation.
P014,Group_1,Song_2,Mix_3,Song_2_Mix_3,Distraction,1,66.195,65.3,Synthetic mandatory comment for Song_2_Mix_3 during Distraction.
P014,Group_1,Song_2,Mix_1,Song_2_Mix_1,Distraction,2,70.605,80.8,Synthetic mandatory comment for Song_2_Mix_1 during Distraction.
P014,Group_1,Song_2,Mix_2,Song_2_Mix_2,Distraction,3,75.669,55.1,Synthetic mandatory comment for Song_2_Mix_2 during Distraction.
P014,Group_1,Song_2,Mix_3,Song_2_Mix_3,Enjoyment,1,75.195,77.7,Synthetic mandatory comment for Song_2_Mix_3 during Enjoyment.
P014,Group_1,Song_2,Mix_2,Song_2_Mix_2,Enjoyment,2,80.669,87.6,Synthetic mandatory comment for Song_2_Mix_2 during Enjoyment.
P014,Group_1,Song_2,Mix_1,Song_2_Mix_1,Enjoyment,3,73.605,63.3,Synthetic mandatory comment for Song_2_Mix_1 during Enjoyment.
P014,Group_1,Song_2,Mix_1,Song_2_Mix_1,Focus,1,74.605,78.6,Synthetic mandatory comment for Song_2_Mix_1 during Focus.
P014,Group_1,Song_2,Mix_2,Song_2_Mix_2,Focus,2,79.669,80.2,Synthetic mandatory comment for Song_2_Mix_2 during Focus.
P014,Group_1,Song_2,Mix_3,Song_2_Mix_3,Focus,3,68.195,73.1,Synthetic mandatory comment for Song_2_Mix_3 during Focus.
P014,Group_1,Song_2,Mix_1,Song_2_Mix_1,Motivation,1,69.605,72.1,Synthetic mandatory comment for Song_2_Mix_1 during Motivation.
P014,Group_1,Song_2,Mix_2,Song_2_Mix_2,Motivation,2,76.669,78.1,Synthetic mandatory comment for Song_2_Mix_2 during Motivation.
P014,Group_1,Song_2,Mix_3,Song_2_Mix_3,Motivation,3,78.195,85.2,Synthetic mandatory comment for Song_2_Mix_3 during Motivation.
P015,Group_1,Song_1,Mix_2,Song_1_Mix_2,Relaxation,1,67.318,52.7,Synthetic mandatory comment for Song_1_Mix_2 during Relaxation.
P015,Group_1,Song_1,Mix_3,Song_1_Mix_3,Relaxation,2,59.061,38.8,Synthetic mandatory comment for Song_1_Mix_3 during Relaxation.
P015,Group_1,Song_1,Mix_1,Song_1_Mix_1,Relaxation,3,68.393,77.4,Synthetic mandatory comment for Song_1_Mix_1 during Relaxation.
P015,Group_1,Song_1,Mix_3,Song_1_Mix_3,Distraction,1,58.061,48.9,Synthetic mandatory comment for Song_1_Mix_3 during Distraction.
P015,Group_1,Song_1,Mix_2,Song_1_Mix_2,Distraction,2,66.318,49.6,Synthetic mandatory comment for Song_1_Mix_2 during Distraction.
P015,Group_1,Song_1,Mix_1,Song_1_Mix_1,Distraction,3,64.393,65.3,Synthetic mandatory comment for Song_1_Mix_1 during Distraction.
P015,Group_1,Song_1,Mix_3,Song_1_Mix_3,Enjoyment,1,67.061,83.2,Synthetic mandatory comment for Song_1_Mix_3 during Enjoyment.
P015,Group_1,Song_1,Mix_2,Song_1_Mix_2,Enjoyment,2,71.318,76.0,Synthetic mandatory comment for Song_1_Mix_2 during Enjoyment.
P015,Group_1,Song_1,Mix_1,Song_1_Mix_1,Enjoyment,3,67.393,64.0,Synthetic mandatory comment for Song_1_Mix_1 during Enjoyment.
P015,Group_1,Song_1,Mix_1,Song_1_Mix_1,Focus,1,68.393,65.7,Synthetic mandatory comment for Song_1_Mix_1 during Focus.
P015,Group_1,Song_1,Mix_3,Song_1_Mix_3,Focus,2,60.061,50.9,Synthetic mandatory comment for Song_1_Mix_3 during Focus.
P015,Group_1,Song_1,Mix_2,Song_1_Mix_2,Focus,3,70.318,88.8,Synthetic mandatory comment for Song_1_Mix_2 during Focus.
P015,Group_1,Song_1,Mix_3,Song_1_Mix_3,Motivation,1,70.061,80.3,Synthetic mandatory comment for Song_1_Mix_3 during Motivation.
P015,Group_1,Song_1,Mix_1,Song_1_Mix_1,Motivation,2,63.393,55.1,Synthetic mandatory comment for Song_1_Mix_1 during Motivation.
P015,Group_1,Song_1,Mix_2,Song_1_Mix_2,Motivation,3,67.318,75.0,Synthetic mandatory comment for Song_1_Mix_2 during Motivation.
P015,Group_1,Song_2,Mix_3,Song_2_Mix_3,Relaxation,1,59.781,63.8,Synthetic mandatory comment for Song_2_Mix_3 during Relaxation.
P015,Group_1,Song_2,Mix_1,Song_2_Mix_1,Relaxation,2,69.112,80.4,Synthetic mandatory comment for Song_2_Mix_1 during Relaxation.
P015,Group_1,Song_2,Mix_2,Song_2_Mix_2,Relaxation,3,68.037,73.8,Synthetic mandatory comment for Song_2_Mix_2 during Relaxation.
P015,Group_1,Song_2,Mix_3,Song_2_Mix_3,Distraction,1,58.781,61.8,Synthetic mandatory comment for Song_2_Mix_3 during Distraction.
P015,Group_1,Song_2,Mix_1,Song_2_Mix_1,Distraction,2,65.112,49.1,Synthetic mandatory comment for Song_2_Mix_1 during Distraction.
P015,Group_1,Song_2,Mix_2,Song_2_Mix_2,Distraction,3,67.037,67.8,Synthetic mandatory comment for Song_2_Mix_2 during Distraction.
P015,Group_1,Song_2,Mix_3,Song_2_Mix_3,Enjoyment,1,67.781,56.3,Synthetic mandatory comment for Song_2_Mix_3 during Enjoyment.
P015,Group_1,Song_2,Mix_1,Song_2_Mix_1,Enjoyment,2,68.112,83.2,Synthetic mandatory comment for Song_2_Mix_1 during Enjoyment.
P015,Group_1,Song_2,Mix_2,Song_2_Mix_2,Enjoyment,3,72.037,87.6,Synthetic mandatory comment for Song_2_Mix_2 during Enjoyment.
P015,Group_1,Song_2,Mix_2,Song_2_Mix_2,Focus,1,71.037,73.3,Synthetic mandatory comment for Song_2_Mix_2 during Focus.
P015,Group_1,Song_2,Mix_1,Song_2_Mix_1,Focus,2,69.112,81.3,Synthetic mandatory comment for Song_2_Mix_1 during Focus.
P015,Group_1,Song_2,Mix_3,Song_2_Mix_3,Focus,3,60.781,60.9,Synthetic mandatory comment for Song_2_Mix_3 during Focus.
P015,Group_1,Song_2,Mix_1,Song_2_Mix_1,Motivation,1,64.112,54.3,Synthetic mandatory comment for Song_2_Mix_1 during Motivation.
P015,Group_1,Song_2,Mix_3,Song_2_Mix_3,Motivation,2,70.781,74.4,Synthetic mandatory comment for Song_2_Mix_3 during Motivation.
P015,Group_1,Song_2,Mix_2,Song_2_Mix_2,Motivation,3,68.037,68.6,Synthetic mandatory comment for Song_2_Mix_2 during Motivation.
P016,Group_1,Song_1,Mix_1,Song_1_Mix_1,Relaxation,1,61.178,60.7,Synthetic mandatory comment for Song_1_Mix_1 during Relaxation.
P016,Group_1,Song_1,Mix_2,Song_1_Mix_2,Relaxation,2,56.353,55.6,Synthetic mandatory comment for Song_1_Mix_2 during Relaxation.
P016,Group_1,Song_1,Mix_3,Song_1_Mix_3,Relaxation,3,53.28,69.5,Synthetic mandatory comment for Song_1_Mix_3 during Relaxation.
P016,Group_1,Song_1,Mix_2,Song_1_Mix_2,Distraction,1,55.353,55.5,Synthetic mandatory comment for Song_1_Mix_2 during Distraction.
P016,Group_1,Song_1,Mix_3,Song_1_Mix_3,Distraction,2,52.28,54.5,Synthetic mandatory comment for Song_1_Mix_3 during Distraction.
P016,Group_1,Song_1,Mix_1,Song_1_Mix_1,Distraction,3,57.178,57.6,Synthetic mandatory comment for Song_1_Mix_1 during Distraction.
P016,Group_1,Song_1,Mix_3,Song_1_Mix_3,Enjoyment,1,61.28,51.5,Synthetic mandatory comment for Song_1_Mix_3 during Enjoyment.
P016,Group_1,Song_1,Mix_1,Song_1_Mix_1,Enjoyment,2,60.178,58.8,Synthetic mandatory comment for Song_1_Mix_1 during Enjoyment.
P016,Group_1,Song_1,Mix_2,Song_1_Mix_2,Enjoyment,3,60.353,53.6,Synthetic mandatory comment for Song_1_Mix_2 during Enjoyment.
P016,Group_1,Song_1,Mix_1,Song_1_Mix_1,Focus,1,61.178,65.8,Synthetic mandatory comment for Song_1_Mix_1 during Focus.
P016,Group_1,Song_1,Mix_3,Song_1_Mix_3,Focus,2,54.28,57.8,Synthetic mandatory comment for Song_1_Mix_3 during Focus.
P016,Group_1,Song_1,Mix_2,Song_1_Mix_2,Focus,3,59.353,43.3,Synthetic mandatory comment for Song_1_Mix_2 during Focus.
P016,Group_1,Song_1,Mix_2,Song_1_Mix_2,Motivation,1,56.353,65.3,Synthetic mandatory comment for Song_1_Mix_2 during Motivation.
P016,Group_1,Song_1,Mix_1,Song_1_Mix_1,Motivation,2,56.178,65.7,Synthetic mandatory comment for Song_1_Mix_1 during Motivation.
P016,Group_1,Song_1,Mix_3,Song_1_Mix_3,Motivation,3,64.28,73.5,Synthetic mandatory comment for Song_1_Mix_3 during Motivation.
P016,Group_1,Song_2,Mix_1,Song_2_Mix_1,Relaxation,1,61.898,54.3,Synthetic mandatory comment for Song_2_Mix_1 during Relaxation.
P016,Group_1,Song_2,Mix_3,Song_2_Mix_3,Relaxation,2,54.0,44.2,Synthetic mandatory comment for Song_2_Mix_3 during Relaxation.
P016,Group_1,Song_2,Mix_2,Song_2_Mix_2,Relaxation,3,57.072,60.2,Synthetic mandatory comment for Song_2_Mix_2 during Relaxation.
P016,Group_1,Song_2,Mix_2,Song_2_Mix_2,Distraction,1,56.072,67.7,Synthetic mandatory comment for Song_2_Mix_2 during Distraction.
P016,Group_1,Song_2,Mix_3,Song_2_Mix_3,Distraction,2,53.0,62.9,Synthetic mandatory comment for Song_2_Mix_3 during Distraction.
P016,Group_1,Song_2,Mix_1,Song_2_Mix_1,Distraction,3,57.898,56.7,Synthetic mandatory comment for Song_2_Mix_1 during Distraction.
P016,Group_1,Song_2,Mix_1,Song_2_Mix_1,Enjoyment,1,60.898,58.0,Synthetic mandatory comment for Song_2_Mix_1 during Enjoyment.
P016,Group_1,Song_2,Mix_3,Song_2_Mix_3,Enjoyment,2,62.0,64.0,Synthetic mandatory comment for Song_2_Mix_3 during Enjoyment.
P016,Group_1,Song_2,Mix_2,Song_2_Mix_2,Enjoyment,3,61.072,59.3,Synthetic mandatory comment for Song_2_Mix_2 during Enjoyment.
P016,Group_1,Song_2,Mix_3,Song_2_Mix_3,Focus,1,55.0,57.3,Synthetic mandatory comment for Song_2_Mix_3 during Focus.
P016,Group_1,Song_2,Mix_1,Song_2_Mix_1,Focus,2,61.898,57.4,Synthetic mandatory comment for Song_2_Mix_1 during Focus.
P016,Group_1,Song_2,Mix_2,Song_2_Mix_2,Focus,3,60.072,54.4,Synthetic mandatory comment for Song_2_Mix_2 during Focus.
P016,Group_1,Song_2,Mix_1,Song_2_Mix_1,Motivation,1,56.898,53.3,Synthetic mandatory comment for Song_2_Mix_1 during Motivation.
P016,Group_1,Song_2,Mix_2,Song_2_Mix_2,Motivation,2,57.072,59.3,Synthetic mandatory comment for Song_2_Mix_2 during Motivation.
P016,Group_1,Song_2,Mix_3,Song_2_Mix_3,Motivation,3,65.0,67.5,Synthetic mandatory comment for Song_2_Mix_3 during Motivation.
P017,Group_1,Song_1,Mix_2,Song_1_Mix_2,Relaxation,1,69.841,65.5,Synthetic mandatory comment for Song_1_Mix_2 during Relaxation.
P017,Group_1,Song_1,Mix_3,Song_1_Mix_3,Relaxation,2,65.716,78.7,Synthetic mandatory comment for Song_1_Mix_3 during Relaxation.
P017,Group_1,Song_1,Mix_1,Song_1_Mix_1,Relaxation,3,70.978,60.5,Synthetic mandatory comment for Song_1_Mix_1 during Relaxation.
P017,Group_1,Song_1,Mix_2,Song_1_Mix_2,Distraction,1,68.841,69.1,Synthetic mandatory comment for Song_1_Mix_2 during Distraction.
P017,Group_1,Song_1,Mix_1,Song_1_Mix_1,Distraction,2,66.978,67.3,Synthetic mandatory comment for Song_1_Mix_1 during Distraction.
P017,Group_1,Song_1,Mix_3,Song_1_Mix_3,Distraction,3,64.716,63.7,Synthetic mandatory comment for Song_1_Mix_3 during Distraction.
P017,Group_1,Song_1,Mix_1,Song_1_Mix_1,Enjoyment,1,69.978,45.9,Synthetic mandatory comment for Song_1_Mix_1 during Enjoyment.
P017,Group_1,Song_1,Mix_2,Song_1_Mix_2,Enjoyment,2,73.841,77.4,Synthetic mandatory comment for Song_1_Mix_2 during Enjoyment.
P017,Group_1,Song_1,Mix_3,Song_1_Mix_3,Enjoyment,3,73.716,87.8,Synthetic mandatory comment for Song_1_Mix_3 during Enjoyment.
P017,Group_1,Song_1,Mix_2,Song_1_Mix_2,Focus,1,72.841,69.4,Synthetic mandatory comment for Song_1_Mix_2 during Focus.
P017,Group_1,Song_1,Mix_1,Song_1_Mix_1,Focus,2,70.978,64.2,Synthetic mandatory comment for Song_1_Mix_1 during Focus.
P017,Group_1,Song_1,Mix_3,Song_1_Mix_3,Focus,3,66.716,58.7,Synthetic mandatory comment for Song_1_Mix_3 during Focus.
P017,Group_1,Song_1,Mix_1,Song_1_Mix_1,Motivation,1,65.978,78.8,Synthetic mandatory comment for Song_1_Mix_1 during Motivation.
P017,Group_1,Song_1,Mix_3,Song_1_Mix_3,Motivation,2,76.716,93.3,Synthetic mandatory comment for Song_1_Mix_3 during Motivation.
P017,Group_1,Song_1,Mix_2,Song_1_Mix_2,Motivation,3,69.841,66.8,Synthetic mandatory comment for Song_1_Mix_2 during Motivation.
P017,Group_1,Song_2,Mix_3,Song_2_Mix_3,Relaxation,1,66.436,66.8,Synthetic mandatory comment for Song_2_Mix_3 during Relaxation.
P017,Group_1,Song_2,Mix_2,Song_2_Mix_2,Relaxation,2,70.56,86.3,Synthetic mandatory comment for Song_2_Mix_2 during Relaxation.
P017,Group_1,Song_2,Mix_1,Song_2_Mix_1,Relaxation,3,71.697,70.9,Synthetic mandatory comment for Song_2_Mix_1 during Relaxation.
P017,Group_1,Song_2,Mix_1,Song_2_Mix_1,Distraction,1,67.697,71.0,Synthetic mandatory comment for Song_2_Mix_1 during Distraction.
P017,Group_1,Song_2,Mix_3,Song_2_Mix_3,Distraction,2,65.436,94.0,Synthetic mandatory comment for Song_2_Mix_3 during Distraction.
P017,Group_1,Song_2,Mix_2,Song_2_Mix_2,Distraction,3,69.56,77.2,Synthetic mandatory comment for Song_2_Mix_2 during Distraction.
P017,Group_1,Song_2,Mix_3,Song_2_Mix_3,Enjoyment,1,74.436,71.2,Synthetic mandatory comment for Song_2_Mix_3 during Enjoyment.
P017,Group_1,Song_2,Mix_1,Song_2_Mix_1,Enjoyment,2,70.697,66.3,Synthetic mandatory comment for Song_2_Mix_1 during Enjoyment.
P017,Group_1,Song_2,Mix_2,Song_2_Mix_2,Enjoyment,3,74.56,82.7,Synthetic mandatory comment for Song_2_Mix_2 during Enjoyment.
P017,Group_1,Song_2,Mix_2,Song_2_Mix_2,Focus,1,73.56,76.1,Synthetic mandatory comment for Song_2_Mix_2 during Focus.
P017,Group_1,Song_2,Mix_3,Song_2_Mix_3,Focus,2,67.436,67.6,Synthetic mandatory comment for Song_2_Mix_3 during Focus.
P017,Group_1,Song_2,Mix_1,Song_2_Mix_1,Focus,3,71.697,74.7,Synthetic mandatory comment for Song_2_Mix_1 during Focus.
P017,Group_1,Song_2,Mix_3,Song_2_Mix_3,Motivation,1,77.436,83.4,Synthetic mandatory comment for Song_2_Mix_3 during Motivation.
P017,Group_1,Song_2,Mix_1,Song_2_Mix_1,Motivation,2,66.697,57.9,Synthetic mandatory comment for Song_2_Mix_1 during Motivation.
P017,Group_1,Song_2,Mix_2,Song_2_Mix_2,Motivation,3,70.56,57.6,Synthetic mandatory comment for Song_2_Mix_2 during Motivation.
P018,Group_1,Song_1,Mix_2,Song_1_Mix_2,Relaxation,1,55.74,56.5,Synthetic mandatory comment for Song_1_Mix_2 during Relaxation.
P018,Group_1,Song_1,Mix_3,Song_1_Mix_3,Relaxation,2,52.115,45.9,Synthetic mandatory comment for Song_1_Mix_3 during Relaxation.
P018,Group_1,Song_1,Mix_1,Song_1_Mix_1,Relaxation,3,58.04,65.5,Synthetic mandatory comment for Song_1_Mix_1 during Relaxation.
P018,Group_1,Song_1,Mix_1,Song_1_Mix_1,Distraction,1,54.04,50.4,Synthetic mandatory comment for Song_1_Mix_1 during Distraction.
P018,Group_1,Song_1,Mix_2,Song_1_Mix_2,Distraction,2,54.74,49.5,Synthetic mandatory comment for Song_1_Mix_2 during Distraction.
P018,Group_1,Song_1,Mix_3,Song_1_Mix_3,Distraction,3,51.115,50.7,Synthetic mandatory comment for Song_1_Mix_3 during Distraction.
P018,Group_1,Song_1,Mix_2,Song_1_Mix_2,Enjoyment,1,59.74,66.3,Synthetic mandatory comment for Song_1_Mix_2 during Enjoyment.
P018,Group_1,Song_1,Mix_3,Song_1_Mix_3,Enjoyment,2,60.115,60.7,Synthetic mandatory comment for Song_1_Mix_3 during Enjoyment.
P018,Group_1,Song_1,Mix_1,Song_1_Mix_1,Enjoyment,3,57.04,40.0,Synthetic mandatory comment for Song_1_Mix_1 during Enjoyment.
P018,Group_1,Song_1,Mix_2,Song_1_Mix_2,Focus,1,58.74,58.6,Synthetic mandatory comment for Song_1_Mix_2 during Focus.
P018,Group_1,Song_1,Mix_3,Song_1_Mix_3,Focus,2,53.115,51.1,Synthetic mandatory comment for Song_1_Mix_3 during Focus.
P018,Group_1,Song_1,Mix_1,Song_1_Mix_1,Focus,3,58.04,57.1,Synthetic mandatory comment for Song_1_Mix_1 during Focus.
P018,Group_1,Song_1,Mix_3,Song_1_Mix_3,Motivation,1,63.115,65.1,Synthetic mandatory comment for Song_1_Mix_3 during Motivation.
P018,Group_1,Song_1,Mix_1,Song_1_Mix_1,Motivation,2,53.04,61.6,Synthetic mandatory comment for Song_1_Mix_1 during Motivation.
P018,Group_1,Song_1,Mix_2,Song_1_Mix_2,Motivation,3,55.74,45.7,Synthetic mandatory comment for Song_1_Mix_2 during Motivation.
P018,Group_1,Song_2,Mix_1,Song_2_Mix_1,Relaxation,1,58.759,48.9,Synthetic mandatory comment for Song_2_Mix_1 during Relaxation.
P018,Group_1,Song_2,Mix_2,Song_2_Mix_2,Relaxation,2,56.46,59.1,Synthetic mandatory comment for Song_2_Mix_2 during Relaxation.
P018,Group_1,Song_2,Mix_3,Song_2_Mix_3,Relaxation,3,52.834,64.0,Synthetic mandatory comment for Song_2_Mix_3 during Relaxation.
P018,Group_1,Song_2,Mix_2,Song_2_Mix_2,Distraction,1,55.46,32.9,Synthetic mandatory comment for Song_2_Mix_2 during Distraction.
P018,Group_1,Song_2,Mix_3,Song_2_Mix_3,Distraction,2,51.834,36.5,Synthetic mandatory comment for Song_2_Mix_3 during Distraction.
P018,Group_1,Song_2,Mix_1,Song_2_Mix_1,Distraction,3,54.759,47.3,Synthetic mandatory comment for Song_2_Mix_1 during Distraction.
P018,Group_1,Song_2,Mix_2,Song_2_Mix_2,Enjoyment,1,60.46,56.8,Synthetic mandatory comment for Song_2_Mix_2 during Enjoyment.
P018,Group_1,Song_2,Mix_3,Song_2_Mix_3,Enjoyment,2,60.834,61.2,Synthetic mandatory comment for Song_2_Mix_3 during Enjoyment.
P018,Group_1,Song_2,Mix_1,Song_2_Mix_1,Enjoyment,3,57.759,55.0,Synthetic mandatory comment for Song_2_Mix_1 during Enjoyment.
P018,Group_1,Song_2,Mix_2,Song_2_Mix_2,Focus,1,59.46,51.7,Synthetic mandatory comment for Song_2_Mix_2 during Focus.
P018,Group_1,Song_2,Mix_3,Song_2_Mix_3,Focus,2,53.834,58.1,Synthetic mandatory comment for Song_2_Mix_3 during Focus.
P018,Group_1,Song_2,Mix_1,Song_2_Mix_1,Focus,3,58.759,44.9,Synthetic mandatory comment for Song_2_Mix_1 during Focus.
P018,Group_1,Song_2,Mix_1,Song_2_Mix_1,Motivation,1,53.759,54.7,Synthetic mandatory comment for Song_2_Mix_1 during Motivation.
P018,Group_1,Song_2,Mix_2,Song_2_Mix_2,Motivation,2,56.46,55.1,Synthetic mandatory comment for Song_2_Mix_2 during Motivation.
P018,Group_1,Song_2,Mix_3,Song_2_Mix_3,Motivation,3,63.834,78.1,Synthetic mandatory comment for Song_2_Mix_3 during Motivation.
P019,Group_1,Song_1,Mix_1,Song_1_Mix_1,Relaxation,1,66.383,84.9,Synthetic mandatory comment for Song_1_Mix_1 during Relaxation.
P019,Group_1,Song_1,Mix_2,Song_1_Mix_2,Relaxation,2,66.344,64.3,Synthetic mandatory comment for Song_1_Mix_2 during Relaxation.
P019,Group_1,Song_1,Mix_3,Song_1_Mix_3,Relaxation,3,61.841,50.3,Synthetic mandatory comment for Song_1_Mix_3 during Relaxation.
P019,Group_1,Song_1,Mix_1,Song_1_Mix_1,Distraction,1,62.383,52.7,Synthetic mandatory comment for Song_1_Mix_1 during Distraction.
P019,Group_1,Song_1,Mix_2,Song_1_Mix_2,Distraction,2,65.344,58.6,Synthetic mandatory comment for Song_1_Mix_2 during Distraction.
P019,Group_1,Song_1,Mix_3,Song_1_Mix_3,Distraction,3,60.841,64.4,Synthetic mandatory comment for Song_1_Mix_3 during Distraction.
P019,Group_1,Song_1,Mix_1,Song_1_Mix_1,Enjoyment,1,65.383,74.3,Synthetic mandatory comment for Song_1_Mix_1 during Enjoyment.
P019,Group_1,Song_1,Mix_3,Song_1_Mix_3,Enjoyment,2,69.841,80.3,Synthetic mandatory comment for Song_1_Mix_3 during Enjoyment.
P019,Group_1,Song_1,Mix_2,Song_1_Mix_2,Enjoyment,3,70.344,83.3,Synthetic mandatory comment for Song_1_Mix_2 during Enjoyment.
P019,Group_1,Song_1,Mix_2,Song_1_Mix_2,Focus,1,69.344,81.6,Synthetic mandatory comment for Song_1_Mix_2 during Focus.
P019,Group_1,Song_1,Mix_3,Song_1_Mix_3,Focus,2,62.841,45.9,Synthetic mandatory comment for Song_1_Mix_3 during Focus.
